"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jan 07 15:25:31 CST 2022","Fri Jan 07 15:25:41 CST 2022","9558","","","","","","正常创建酒店项目",""
