"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jul 20 11:29:41 CST 2021","Tue Jul 20 11:29:50 CST 2021","9793","","","","","","正常创建酒店项目",""
